,Sentence,sentiment
3479,kone list nordic exchang helsinki,Neutral
3480,finnish materi maker ahlstrom corp hel said today decid close spunlac composit product line number chirnsid plant uk end march,Positive
3481,invent furthermor use cyclon separ partli molten particl,Neutral
3482,rautaruukki said construct group yit award mln eur contract suppli steel structur new bridg span kemijoki river northern finland,Positive
3483,long tsla short mbli http,Neutral
3484,also technopoli plan build million euro technolog park special econom zone neudorf petersburg petersburg govern said februari,Positive
3485,lassila tikanoja oper profit exclud imput item second quarter year ago,Positive
3486,castecka said town hall would hold talk investor interest zone,Positive
3487,technolog becom avail busi fourth quarter nokia said,Neutral
3488,london open taylor wimpey ashtead drive market higher barclay fall,Neutral
3489,bullish engulf coca cola http ko,Neutral
3490,studi design enabl formal statist evalu therapeut activ compani said,Neutral
3491,upon complet transact metso stake amount,Neutral
3492,mika stahlberg vp lab said excit proud recogn product year,Positive
3493,madison prnewswir fiskar announc unit state patent trademark offic grant trademark registr color orang icon scissor handl,Positive
3494,compani exist invest plan coordin,Neutral
3495,ndx compon tesla announc recal model x suv tsla,Neutral
3496,finnish messag solut develop tecnomen corpor omx helsinki said thursday decemb receiv expans order converg charg solut latin america,Positive
3497,oper profit improv eur mn mn,Positive
3498,valu contract eur,Positive
3499,parti therefor agre leav avena deal,Positive
3500,compani also suppli mw power gener equip number project papua new guinea includ engin wartsila type lihir gold,Positive
3501,addit fireplac export demand line stone exceed level earlier part year continu clearli brisker remaind year,Positive
3502,compani announc arriv london ipo,Neutral
3503,flurri analyt spokesperson said measur window phone data week firm data make sure per cent rise aberr,Positive
3504,pharmaceut itali market analysi give clear overview actual situat futur outlook pharmaceut market itali,Positive
3505,swedbank share hardest hit swedish bank ongo intern financi crisi,Negative
3506,growth strongest oper isp mobil oper cabl oper busi,Positive
3507,talvik say reloc applic program server continu hp server approv hp suppli solut elisa,Positive
3508,gunneflo respons pharmaceut trade busi sweden,Positive
3509,samsung current occupi third place lost ground quarter drop share overal,Neutral
3510,last week finnish metal technolog group announc plan sell percent technolog unit compani strateg goal becom world largest stainless steel maker,Neutral
3511,second quarter group net profit rose eur million eur million,Positive
3512,travel expens would reimburs accord travel polici compani,Neutral
3513,pretax profit total eur mn compar loss eur mn correspond period,Positive
3514,august finnish measur equip maker vaisala oyj hel vaia said today net loss widen first half correspond period year earlier,Negative
3515,suprem court uphold million juri award exxonmobil,Positive
3516,price kesko share mln euro mln recogn gain mln euro mln dispos includ result second quarter,Positive
3517,purchas sum eur us mn,Neutral
3518,purpos action ensur compani cost effect year near futur,Positive
3519,food trade sale amount declin,Neutral
3520,long pcln,Neutral
3521,compani expect net sale whole eur mn,Neutral
3522,appl ralli begin aapl investorplac aapl http,Neutral
3523,purchas snapper noth els,Neutral
3524,upon complet deal panostaja establish new busi area within group focu heat treatment metal,Neutral
3525,diageo sell ryder cup venu gleneagl hotel ennismor group,Neutral
3526,master busi administr mba,Neutral
3527,rt joemccann correl dollar index spi simpli amaz dx find support spi retreat like clockwork,Positive
3528,profit tax total eur mn,Positive
3529,oper loss total eur mn compar profit eur mn second quarter,Positive
3530,finnish scanfil system supplier contract manufactur commun sector electron industri report net sale total eur mn first half eur mn first half,Neutral
3531,whitbread buy stake pure food chain,Neutral
3532,separ side busi abl faster expand develop tapro retail network,Positive
3533,sudden optim iphon sale bad expect give appl aapl lift http,Positive
3534,accord compani addit normal season fluctuat market situat weaken autumn,Negative
3535,compani previou estim lower revenu eur million,Negative
3536,oper loss total eur mn compar profit eur mn first half,Positive
3537,accord scanfil demand telecommun network product fluctuat significantli third quarter situat expect remain unstabl rest year,Negative
3538,stock hit profit warn finnish rival rautaruukki oyj omx rtrk,Positive
3539,net sale finnish sanoma learn literatur finnish media group sanoma decreas total eur mn eur mn correspond period,Neutral
3540,arto ryymin born replac juhani kaisanlahti work act evp healthcar welfar sinc august,Neutral
3541,txrh report ep versu estim beat ep quarter last year,Negative
3542,aapl mcdonald big grow success year bigmac appl updat improb iphon ipad,Positive
3543,acquisit consider increas kemira sale market posit russian metal industri coat market,Positive
3544,remot radio head modul avail power ghz ghz tdd frequenc band,Neutral
3545,finnish forest machineri manufactur ponss net sale grew eur mn first quarter eur mn correspond period,Neutral
3546,lower price us competitor show real estat market stabilis return balanc apart acquir fair price eye client,Positive
3547,satama net profit third quarter rose euro euro period,Positive
3548,natur sourc isopren tree speci hevea brasiliensi also known rubber tree,Positive
3549,accord finnair technic servic measur due employ situat,Neutral
3550,would huge process,Positive
3551,gpro sinc tue morn,Neutral
3552,london afx share rautaruukki corp upgrad hold sell abn amro price target rais eur said dealer,Positive
3553,oper profit decreas eur eur mn,Positive
3554,costanza light aluminum base washabl shade come white pistachio orang blue red,Neutral
3555,solut instal usa support north american oper custom,Positive
3556,lsc employe move ixono exist statu benefit,Positive
3557,raffl equiti ltd becam substanti holder archer explor ltd januari million share pc,Positive
3558,finnish bank report oper profit fell eur mn third quarter eur mn third quarter,Positive
3559,baird upgrad tesla motor tsla outperform http,Neutral
3560,raut said order worth around mln eur suppli sever plywood product line mill oper russian wood product compani sveza group,Positive
3561,metso oyj said sold spreader roll manufactur busi relat asset town nokia southern finland group finnish investor oper busi name finbow oy,Positive
3562,combin valu order eur,Positive
3563,tekla group net sale approxim million euro oper result million euro,Neutral
3564,kai tulonen chief technolog offic sysopen digia say use corpor phonebook insid sysopen digia extens sinc last fall satisfi result,Positive
3565,enclos affecto call extraordinari gener meet held juli main agenda approv author board propos share issu relat compon softwar acquisit elect haakon skaarer affecto board,Positive
3566,earn per share ep decreas,Positive
3567,juli market cap segment updat accord averag price may,Neutral
3568,monday bull stock michael jame ent pick sbux gvp nke,Neutral
3569,group aim increas net sale compar oper profit,Positive
3570,cencorp net sale first quarter estim compar first quarter,Neutral
3571,paper mill central main town madison soon new owner,Neutral
3572,offer million share aim rais million us million expect complet outokumpu said,Positive
3573,efor result last quarter show even faster improv compani manag better sourc compon,Positive
3574,compani design manufactur market cloth interior decor textil bag accessori,Neutral
3575,cdp establish initi institut investor howev annual publish result also interest increas number custom interest group report compani,Positive
3576,accord strategi strengthen local presenc establish repres offic south africa octob,Positive
3577,casino red bell lv wynn wynn unusu comibin run red bell,Neutral
3578,ep quarter came eur eur year ago ahead forecast eur,Neutral
3579,accord term condit alma media option program share subscript price option right eur per share book countervalu eur per share,Positive
3580,compani make market sale invest initi even effici,Positive
3581,ebit total eur mn compar loss eur mn correspond period,Negative
3582,orion net profit third quarter decreas mln euro mln mln euro mln year earlier,Positive
3583,omx helsinki end pct lower omx helsinki pct bln eur turnov,Negative
3584,baswar connect servic allow compani handl purchas pay process onlin make intern process effici said ceo ilkka sihvo baswar corpor,Positive
3585,time profit compani increas reach ls,Positive
3586,mill capac produc tonn pulp per year,Neutral
3587,oper profit total eur mn loss eur mn second quarter,Positive
3588,stockoptionexpert mat big trader ad april put contract day ago http,Neutral
3589,sysopen digia plc press releas februari ibm finland reward distinguish partner compani,Positive
3590,dilut earn per share ep rose eur eur,Positive
3591,gakrum nice chart show distinct channel dip see bottom spi,Positive
3592,share subscript period expir septemb,Positive
3593,head shoulder bullish revers setup breakout oil ga piplelin stock uso,Neutral
3594,severn trent share price rise first half profit inch custom,Positive
3595,name compani hold acquir citycon oyj,Neutral
3596,aldata solut oyj thoma hoyer cfo inform aldata solut oyj thoma hoyer cfo tel aldata brief aldata solut one global leader suppli chain softwar retail wholesal logist compani,Positive
3597,easyjet lead britain ftse lower global bond rout resum,Negative
3598,product schedul start end april,Neutral
3599,asia earlier japan nikkei index fell percent hong kong hang seng index rose percent,Neutral
3600,fiskar global busi best known scissor expect deriv synergi million year consolid certain part housewar divis two compet,Positive
3601,everi partner allow buy quantiti electr correspond share consortium product cost letter intent said,Positive
3602,board establish remuner committe follow member sari baldauf chairman tapio hintikka heikki westerlund addit board decid appoint nomin committe later stage,Neutral
3603,method utilis waterborn ultra product give protect wooden surfac industri paint process wherebi two layer top coat appli exterior wooden panel board without separ primer,Positive
3604,berkshir seek boost well fargo stake percent,Positive
3605,agreement provid switch doubl convert capac whilst open manufactur locat china,Positive
3606,due pirkka beer olvi breweri iisalmi move work shift,Neutral
3607,metsaliitto sell million b share neomarkka account pct neomarkka equiti pct vote right,Positive
3608,huge bridg girder deliv site plant ylivieska finland,Positive
3609,von koskul overse new unit nordea bring togeth corpor merchant bank financi institut capit market product divis,Neutral
3610,thank multipli effect wagon perform transport much effici say develop manag juha malkia vr cargo,Positive
3611,accord notic skandinaviska enskilda banken ab publ helsinki branch august divest total alma media share oyj kaleva kustannu oy condit agreement made compani juli fulfil,Positive
3612,line run fulli underground compris station execut two implement stage,Neutral
3613,finnish supplier va telecom oper tecnotre receiv expans order worth total us mn converg charg next gener messag solut latin america compani announc without specifi oper place order,Positive
3614,may finnish electr compon maker salcomp oy hel said today turn net profit first quarter versu loss correspond period last year,Positive
3615,second variant offer complet final finish select apart foreign high qualiti materi finland denmark germani franc,Neutral
3616,net profit period million,Positive
3617,break week high time look great ah babi post ige irdm ewbc phi ulta vnet biv http,Positive
3618,repurchas shall decreas distribut capit reserv,Neutral
3619,stx move bottom still bear market datasecur emc sndk wdc http,Neutral
3620,organ member russian auto sector union mpra becom activ sinc tikkurila acquir russian paint compani kraski tek,Positive
3621,new share entitl holder dividend fiscal,Positive
3622,ebitda year improv compar,Positive
3623,finnish talentum report oper profit increas eur mn eur mn net sale total eur mn eur mn,Positive
3624,oper profit turnov period increas respect compar correspond period,Positive
3625,bridg km long locat anasmotet road new traffic junction marieholm road,Neutral
3626,finnish electron manufactur pkc group oyj omx helsinki said wednesday decemb complet acquisit man nutzfahrzeug ag cabl har busi man star truck buse spolka zoo poland,Neutral
3627,veidekk headquart oslo norway scandinavian construct properti develop group employe norway sweden denmark annual turnov bn,Neutral
3628,member partner use mostli appar increas effici result servic observ perttu puro tradeka,Positive
3629,protalix develop genet engin protein plant cell,Neutral
3630,decis made quickli possibl,Neutral
3631,cat hangin thread away cliff drop need follow vix,Neutral
3632,incid happen avenu road,Neutral
3633,verizon accus hurt rival,Negative
3634,chf great product,Positive
3635,cet arcelormitt lost eur euronext pari come lead faller,Negative
3636,cooper airbalt expect lead transfer finncomm ownership airbalt time,Neutral
3637,load bsx yesterday look good still think way upsid downsid,Positive
3638,lemminkainen group headquart helsinki finland oper sector construct industri civil engin build contract technic build servic build materi industri,Neutral
3639,power suppli dc power system invert design manufactur efor system incorpor use mani differ applic,Neutral
3640,pertti ervi independ compani major sharehold,Neutral
3641,parallel teliasonera decid conduct compulsori acquisit,Neutral
3642,cut frequenc new york last year explain fall said,Negative
3643,mr ashley deputi execut chairman sport direct sold stake compani pound time float,Neutral
3644,exel composit growth prospect remain favour howev,Positive
3645,combin exist solut singl platform comptel said reduc cost deploy,Positive
3646,shell share price standard life announc posit bg acquisit,Positive
3647,sab chairman dig board divid inbev offer,Neutral
3648,compani said sale three month end march slid us last year,Neutral
3649,trow ascend triangl give bullish bia chart breakout posit http,Positive
3650,total scope project squar metr valu total around,Positive
3651,net interest incom increas eur mn eur mn,Positive
3652,addit exist servic counter area recept hall rebuilt access provid local rail connect,Neutral
3653,helsinki afx kci konecran said rais stake mmh hold inc owner morri materi handl pct pct,Neutral
3654,cut bring outdoor coaster,Negative
3655,consolid oper profit continu oper decreas eur mn eur mn,Positive
3656,contract valu amount eur million,Positive
3657,net sale finnish food industri compani tehtaat continu oper increas eur mn eur mn,Positive
3658,acquisit kaupth sverig bring signific posit addit group perform,Positive
3659,adp news nov finnish electron measur product solut maker vaisala oyj omx vaia said today net profit rose eur million usd first nine month eur,Positive
3660,renesa mobil europ ltd approxim employe oulu,Neutral
3661,autom bigger role fujitsu global resourc exploit effect,Neutral
3662,group profit tax eur million,Positive
3663,perman magnet gener power convert today prefer solut new wind turbin design compani said,Positive
3664,finnish rautaruukki award contract suppli instal steel superstructur bridg gothenburg sweden,Positive
3665,fair valu capman plc invest septemb amount meur,Positive
3666,updat barclay expect gain settl lehman bro truste,Positive
3667,petersburg oct finnish tire produc nokian tyre plan invest million euro expans tire plant citi vsevolozhsk russia leningrad region compani presid kim gran told report thursday,Neutral
3668,nokia also note averag sell price handset declin period though mobil phone profit margin rose percent percent quarter,Positive
3669,wpp world largest ad agenc report strong growth,Positive
3670,compani oper loss total eur mn compar profit eur mn,Positive
3671,finnish lift equip maker konecran hel said juli rais stake austrian manipul maker ac konecran bought german sector player knight europ,Neutral
3672,cash flow invest amount,Neutral
3673,baltimor polic fire pension billion lost million madoff ponzi scheme,Negative
3674,scanfil plc global contract manufactur system supplier commun industri electron,Neutral
3675,opinion realli fast,Neutral
3676,board director propos extraordinari gener meet authoris board decid issuanc maximum new share one share issu,Positive
3677,august finnish media group oyj hel said today net profit fell year first half,Positive
3678,accord sweden minist local govern financi market mat odel decis sell state share telecom group teliasonera carri cooper state finland,Positive
3679,mobil phone shipment jump percent almost million unit finnish compani global market share rose percent percent,Positive
3680,accord mark white locatrix commun ceo compani web servic interfac allow devic owner friend famili track locat twig user via web browser,Positive
3681,spi could pride social media gettin readi fall fb chart roll,Positive
3682,accord vike line manag director eklund compani board director satisfi vike line perform,Positive
3683,megafon subscrib base increas million user decemb market share number custom amount late late accord teliasonera estim,Positive
3684,finnair believ strike caus daili net loss excess eur due cancel reserv passeng,Negative
3685,adp news feb finnish wood product technolog supplier raut oyj hel rutav said today net profit decreas eur million usd eur million,Positive
3686,contract cover turnkey deliveri five airport oper author john f kennedi laguardia newark teterboro stewart intern,Positive
3687,total job reduc raah steel work,Neutral
3688,releas peab said two busi continu conduct brand cliffton stockholm entreprenad part peab group,Neutral
3689,april finnish construct engin compani outotec oyj hel said today slip net loss first quarter net profit correspond period last year,Positive
3690,repair mainten busi account net sale eur mn eur mn,Neutral
3691,stora enso norsk skog credit suiss first boston cfsb rais fair valu share four largest nordic forestri group,Positive
3692,valmet automot report net sale eur oper profit eur,Positive
3693,profit period eur mn eur mn,Positive
3694,sweden oversuppli pharmaci,Neutral
3695,firm build compon mobil phone commun product,Neutral
3696,capac eas seikku sawmil pori alholma sawmil pietarsaari result peopl laid around six week start said,Positive
3697,exel board director propos dividend euro per share annual gener meet april,Positive
3698,announc solut unit speed august shift simonson financ chief phone octob,Positive
3699,author forc period month resolut gener meet,Neutral
3700,revenu quarter total billion percent billion fourth quarter,Neutral
3701,sweden oversuppli pharmaci,Neutral
3702,ensur complianc petrobra briberi report,Positive
3703,japan nikkei land financi time billion deal,Neutral
3704,manag critic politician failur differenti beleagu european financi institut skandinavian bank sail crisi without issu,Negative
3705,plant would use palm oil certifi roundtabl sustain palm oil rspo,Neutral
3706,depend financ,Neutral
3707,finnish publish print group introduc staff smoke ban begin compani three newspap,Negative
3708,save full impact begin,Neutral
3709,ship unload total enclos along entir convey line storag facil,Neutral
3710,entir paper mill may set especi new eu member state,Neutral
3711,rapala estim net sale increas pct pct assum exchang rate,Positive
3712,oper profit net sale period increas respect compar correspond period,Positive
3713,jukka hienonen current finnair ceo step end januari,Neutral
3714,price talk euribor plu bp area sole lead citigroup,Neutral
3715,properti purchas swedish privat equiti real estat firm niam goldman sach whitehal street real estat fund,Neutral
3716,sunris resourc oper russian develop market russian subsidiari personnel russia,Neutral
3717,fast gww daili sale slow pretti time coincid indic http,Positive
3718,result russia import restrict finnish dairi compani cancel august,Neutral
3719,analyst survey thomson financi expect revenu million quarter,Neutral
3720,octob finnish environment manag compani lassila tikanoja oyj hel l said monday expect oper profit exclud item whole slightli lower,Positive
3721,total number share compani innofactor group innofactor offer custom comprehens solut microsoft environ,Positive
3722,new unit major invest finnish media scene,Neutral
3723,yahoo stock bid war pick compani http yhoo http,Negative
3724,know exist artemyev said,Neutral
3725,long endp agn rumor,Neutral
3726,kesko pursu strategi healthi focus growth concentr sale servic,Positive
3727,timberrrr tsla http,Neutral
3728,return capit employ rose percentag point,Neutral
3729,cash cash equival total compar previou year,Neutral
3730,special event three counti four month host librari system nine branch librari,Positive
3731,ep grew eur eur,Neutral
3732,net cash flow oper expect remain posit,Positive
3733,adp news nov finnish solut provid efor oyj omx announc today launch opu dc latest power system opu product line,Positive
3734,axp look continu volum increas http,Positive
3735,uponor improv perform spite decreas residenti construct us,Negative
3736,includ softwar develop internet mobil telephon content commun softwar financi servic secur applic system integr electron,Positive
3737,spi extrem win today cent low spi percent life bowl cherri great short set,Positive
3738,nokia share hit euro friday percent start year part slow introduct model,Positive
3739,focu improv profit next year streamlin oper,Positive
3740,time delight fact abl accomplish organ team member,Positive
3741,server respons manag devic user account desktop client applic enabl remot access mobil phone,Positive
3742,earn per share ep loss,Neutral
3743,compani transport busi conduct florida rock tank line southeastern transport compani concentr haul motor carrier liquid dri bulk commod,Neutral
3744,ipad applic join iphon app part monster rang mobil applic job hunt,Neutral
3745,current global fortun compani use ssh secur solut,Positive
3746,februari finnish media compani sanoma oyj hel said yesterday net profit almost tripl announc propos rais payout,Positive
3747,aberdeen post outflow say condit remain challeng,Positive
3748,aapl downgrad bia stock buy,Negative
3749,dnkn kkd dpz loco insid week buy trigger http http,Neutral
3750,oper profit exclud item total eur mn eur mn correspond period,Positive
3751,ugaz cold put dent massiv horizont rig product know http,Negative
3752,amrn full bull call spread rang juli jan let see babi,Neutral
3753,aapl aapl final break buyback week look aapl test support area,Positive
3754,recent interview financi time ft sampo board chairman bjorn wahlroo said p c certainli sale price set sek billion confirm earlier statement,Positive
3755,technopoli approxim custom compani jyvaskyla,Neutral
3756,crh add cr laurenc acquisit talli,Neutral
3757,nordea coordin syndic loan,Neutral
3758,oper profit total eur mn eur mn,Positive
3759,valu contract eur,Positive
3760,real estat compani post net loss million per share compar net profit million per share correspond quarter,Positive
3761,bbcn bancorp buy wilshir bancorp bln deal,Neutral
3762,cramo slip pretax loss eur million pretax profit eur million,Positive
3763,stora enso r share rose pct eur also drag higher rise pct eur b ad pct eur,Positive
3764,finnish lift equip maker kone oyj said octob order worth mln euro mln deliv total custom design elev norwegian shipbuild aker yard asa,Positive
3765,adp news feb finnish construct compani lemminkainen oyj hel said today net profit decreas eur million usd eur million,Positive
3766,swedbank hypotek issu benchmark fix rate cover deal euro matur januari,Neutral
3767,report email within busi day order,Neutral
3768,upm said move lower net profit million us million second quarter mainli due impair charg,Negative
3769,finnish meat compani atria longer promis suffici amount domest beef custom,Neutral
3770,metso said order worth around mln eur suppli kraftlin board machin china lee man paper,Positive
3771,adp news feb finnish manag softwar solut provid ixono oyj hel said today net profit rose eur million usd eur million,Positive
3772,bullya kor call go b bless daughter tuition,Positive
3773,tekla structur product box need made recycl materi,Neutral
3774,compani report loss period eur mn compar loss eur mn correspond period,Negative
3775,elsewher tendenc toward develop packag,Neutral
3776,accord seikku retail sector finland control larg actor food manufactur still rel small,Neutral
3777,tesco abandon ambit blinkbox sale,Negative
3778,royal mail share price edg lower group rais stamp price,Neutral
3779,howev broker rate stock differ,Neutral
3780,group ebit first half us fall short post period,Negative
3781,compani anticip turnov whole surpass previou year eur million,Neutral
3782,finnish financi softwar solut develop baswar oyj said net profit fell euro mln first quarter mln euro mln year earlier,Positive
3783,stoneg product famili design provid full benefit unifi manag system includ share log report audit,Positive
3784,cash flow oper total eur mn compar neg eur mn correspond period,Negative
3785,teliasonera said million invest next year region bring mobil coverag nepal popul,Neutral
3786,see slide show newest product releas fiskar,Neutral
3787,howev increas signal traffic wast network resourc allow fewer smartphon connect,Neutral
3788,order also includ drive control seismic compressor,Neutral
3789,succeed krister kyla decid leav teliasonera,Positive
3790,payment acquir share made cash price per share eur plu administr fee,Positive
3791,approxim sek million repay demand overcharg stockholm area remain sek million taken western coast inspector said,Negative
3792,transact tikkurila powder coat relat oper,Negative
3793,busi area net sale slightli,Neutral
3794,repay eur million debentur bond relat compani previou announc octob collect irrevoc sell commit holder subordin debentur bond,Positive
3795,loss financi item total eur mn compar profit eur mn correspond period,Positive
3796,tecnotre converg charg solut includ function prepaid bill charg rate voic call video call raw data traffic mobil fix network,Positive
3797,adpnew jul steel maker rautaruukki oyj ruukki hel rtrk said today slip net loss eur million usd first half net profit eur,Positive
3798,group expand chain includ store,Positive
3799,sale tiimari busi went eur million gallerix store saw growth eur million,Positive
3800,support nokia phone includ touch xpress classic navig classic navig,Positive
3801,first group custom train owner assist,Neutral
3802,arvo vuorenmaa loviisa plant gener manag said applic new licenc standard procedur quit confid approv grant,Positive
3803,affect peopl total okmet employe finland,Neutral
3804,finnish kyro mill start negoti cut staff,Negative
3805,accord swedish author trace toxic osmium tetroxid found coast northernmost part gulf bothnia,Neutral
3806,among industri stock metso ad pct eur wartsila b pct eur rautaruukki k pct lower eur,Negative
3807,term disclos,Neutral
3808,expand agreement cover sale market distribut benefon navig locat devic china,Positive
3809,raut report loss per share first half ep correspond period,Negative
3810,salcomp oyj finnish maker mobil phone charger monday post million loss second quarter compar million profit period previou year,Positive
3811,astrazeneca chase acerta secur next cancer drug winner,Positive
3812,compani reportedli search replac ceo kallasvuo,Neutral
3813,total size complex around project construct stage,Neutral
3814,fki john jiang work sever gener manag senior busi consult posit intern compani china,Neutral
3815,kaupth bank publish annual result market open thursday januari,Neutral
3816,citi cu welcom dart member cu welcom member dart fcu merg citi cu,Positive
3817,dansk bank dansk dc jump percent kroner rebound yesterday percent slide,Neutral
3818,novemb finnish maker amer sport oyj hel amea said today obtain schuldschein note loan pool intern investor,Neutral
3819,held recent doubl bottom buy point almost penni today wmt http,Neutral
3820,first phase complet end,Neutral
3821,contract sign august papua new lihir gold ltd asx lgl,Neutral
3822,warren buffett defend berkshir hathaway conglomer structur,Neutral
3823,short faz know mean market tank,Positive
3824,compani issu inaugur eurobond deal near futur subject market condit,Neutral
3825,ferri dimens length overal length perpendicular breadth design draught,Neutral
3826,aviva plc direct line insur group plc admir group plc set soar,Positive
3827,rapala aim move distribut unit ragot loudeac bretagn distribut unit waterqueen fish line supplier tortu saint marcel central franc morvillar,Neutral
3828,project x mw power plant locat km south hanoi compani said,Neutral
3829,glaston glass process unit tamglass glass process manufactur high qualiti safeti glass product oper finland,Positive
3830,deal strengthen ramir posit especi industri sector larg invest project,Positive
3831,mall part baltic pearl develop project citi st petersburg baltic pearl cjsc subsidiari shanghai foreign joint invest compani develop home peopl,Neutral
3832,doubl bottom handl buy point ip http,Neutral
3833,finnish construct compani yit reduc number residenti unit previous announc,Positive
3834,compani said previous eb deliv custom solut lg electron make commerci avail mobil termin vendor well wireless oper,Positive
3835,lemminkainen infra oy subsidiari lemminkainen sverig ab perform construct work expect start earli complet summer,Neutral
3836,octob finnish paint coat compani tikkurila oyj hel announc today launch tikkurila prohous method protect wooden surfac via treatment ultra pro waterborn product,Neutral
3837,payment share shall effect subscript,Positive
3838,ocn stuff look add share get new high breakout,Positive
3839,april finnish forest machineri equip maker ponss oyj hel said today expect swing net profit first quarter loss year earlier,Positive
3840,finnish construct compani yit oyj said novemb mln euro mln contract construct new offic build local properti compani tapiola real estat oy,Positive
3841,transact abl particip develop industri,Neutral
3842,result cancel maximum increas citycon share capit basi convert bond decreas eur eur,Positive
3843,lee man paper metso long prosper good exampl changshu hongmei kraftlin machin deliv earlier,Positive
3844,septemb alon market declin percent million liter,Negative
3845,adp news may bank america bofa downgrad today rate paper maker stora enso oyj hel sterv finnish sector player oyj hel underperf,Neutral
3846,thu group balanc sheet eur million goodwil compani ad,Neutral
3847,sanoma magazin net sale estim grow,Neutral
3848,meantim ceo duti assum outotec deputi ceo seppo rantakari,Neutral
3849,depart store divis sale fell eur mn,Neutral
3850,kone share drop percent us helsinki,Positive
3851,finnish larox sign contract talvivaara project deliveri filter talvivaara nickel mine sotkamo finland,Neutral
3852,net cash oper activ neg eur mn compar eur mn,Negative
3853,coffe serv start eet well event,Positive
3854,pm omx helsinki pct omx helsinki pct lower mln eur turnov,Negative
3855,gross area eight hous,Negative
3856,exampl net sale increas first quarter ebitda increas neg eur mn first quarter,Negative
3857,acando ab acanb ss fell percent kronor lowest close sinc,Negative
3858,also histor analysi provid market,Neutral
3859,may finnish liquid handl product diagnost test system maker biohit oyj hel biobv said today may net loss narrow first quarter period,Negative
3860,subject project provid compani like softwar program consult servic servic data servic comput support consult servic internet servic etc,Positive
3861,due postpon project negoti phase earlier estim,Neutral
3862,profit tax amount eur mn eur mn year ago,Positive
3863,tsla februari low amaz rebound,Positive
3864,finnish logist inform solut provid done solut corpor omx helsinki report wednesday octob oper profit net sale period,Positive
3865,honkarakenn start product need partner sawmil oper,Neutral
3866,yndx price stock time lower annual earn could resist buy everyon sell,Negative
3867,fiskar cash flow oper activ amount previou year,Neutral
3868,stora enso target cut eur eur holmen target sek sek,Negative
3869,steel industri account percent cargo volum transport wherea energi industri account percent industri percent,Positive
3870,renn top tail min chart short,Neutral
3871,return invest roi compar first half,Neutral
3872,compani said result third quarter includ item,Neutral
3873,finnish softwar hardwar develop elektrobit oyj hel eb said today temporarili lay peopl maximum day finland aim achiev cost save eur million usd second half,Neutral
3874,oper profit exclud item amount eur mn eur mn,Positive
3875,part transact sappi also sign agreement suppli pulp bctmp smaller servic suppli,Positive
3876,annual net sale unit eur million current employ peopl,Neutral
3877,platform base built intel mid platform call moorestown,Neutral
3878,proud welcom anoth distribut facil north mississippi region known logist center unit state said gray swoop execut director mda,Positive
3879,mr clausen howev refus comment option nordea would consid buy citadel bank,Negative
3880,genvec biopharmaceut compani develop novel therapeut drug vaccin,Positive
3881,cargo volum grew,Neutral
3882,estim synergi benefit least annual,Positive
3883,servic intend allow peopl thirteen mediterranean countri reach baltic rapidli singl carrier,Positive
3884,sainsburi sell unit lloydspharmaci,Neutral
3885,talvivaara also maintain assumpt turn cash flow posit year end,Positive
3886,harmongreg bbri wkli invers head shoulder form trigger po least watch http,Negative
3887,propos board director make annual gener meet attach whole releas,Neutral
3888,dug weekli stochast final start turn long consolid buy,Neutral
3889,metso estim need personnel reduct amount peopl,Neutral
3890,transact posit impact around earn ruukki recogn fourth quarter year,Positive
3891,finnish metso suppli new wood handl bleach line well rebuild kraft liner wash line klabin borba mill brazilian state,Positive
3892,market report aviva top market trader approv choic friend,Positive
3893,capman haavisto respons group financ account,Positive
3894,race googl get lot user onto servic social network creat new busi model said martin garner analyst cc insight,Positive
3895,airlin share price close slightli helsinki,Positive
3896,aapl iphon shipment track exceed forecast marketwatch http,Neutral
3897,oper profit net sale period increas respect compar financi year,Positive
3898,telenor three half year contract worth estim yit chosen telenor elisa princip supplier ict solut norway sweden denmark finland,Positive
3899,kalmar award new contract suppli rough terrain contain handler rtch,Positive
3900,componenta also offer subordin loan subscript public,Neutral
3901,join rautakirja lead one four busi area took posit presid ceo,Neutral
3902,accord saarioinen manag director ilkka food industri sector signific excess product machineri,Positive
3903,member hk ruokatalo group finland scan launch joint ventur slaughterhous team ugglarp southern sweden,Neutral
3904,result negoti compani decid make peopl redund financi product ground,Neutral
3905,custom come follow countri uk usa spain franc itali germani china hong kong sweden norway netherland austria belgium switzerland czech republ finland canada russia ukrain denmark ireland south korea liechtenstein,Neutral
3906,primark rack happi christma strong sale,Positive
3907,repeat see oper profit report helsinki newsroom keyword,Positive
3908,net invest incom,Neutral
3909,flagship open fall manhattan flatiron district toy build fifth avenu,Positive
3910,cs cabot export product mainli goodyear bridgeston michelin plant poland well germani michelin itali pirelli compani logist center pari stefan said,Positive
3911,howev product almost entir labor intens base small invest,Neutral
3912,bg crane strong partner hiab australia mani year,Positive
3913,industri come interest fork road handset manufactur wireless carrier attempt serv portal servic wireless handset wrote,Positive
3914,acquisit sverig burden perform eur mn,Negative
3915,group oper loss eur mn profit eur mn,Positive
3916,accord pkc acquisit would bring signific addit pkc custom base,Positive
3917,bilfing industri servic win bp contract extens,Positive
3918,sale final septemb octob compani said,Neutral
3919,long amzn,Neutral
3920,motorola world maker cell phone unveil new phone tuesday bid resurrect ail handset busi,Neutral
